Track_name,Track_artist,Track_album_name,Track_album_release_date,Genre,Playlist_name,Playlist_subgenre,Duration_min,Speechiness,Danceability,Energy,Mode,Instrumentalness,Valence,Key,Tempo,Loudness,Acousticness,Liveness,Track_popularity,Popularity_type
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],4/19/2013,electronic,EDM Hits,modern,4.14,0.038,0.794,0.811,0,0,0.862,6,116,-9,0.043,0.101,77,high
Ain't It Fun,Paramore,Paramore,4/5/2013,punk,Pop Punk Powerhouses,pop punk,4.94,0.092,0.61,0.893,1,0.00004,0.673,9,104,-3.7,0.154,0.021,71,high
Still into You,Paramore,Paramore,4/5/2013,punk,Pop Punk Powerhouses,pop punk,3.6,0.044,0.602,0.923,1,0,0.765,5,136,-3.8,0.01,0.056,78,high
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],2/1/2013,electronic,EDM Hits,modern,3.58,0.056,0.572,0.81,0,0.00001,0.11,1,126.1,-5.8,0.016,0.13,72,high
Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",In A Time Lapse,1/1/2013,classical,Classical Essentials,essential,5.26,0.038,0.447,0.449,1,0.961,0.036,2,92.5,-10.6,0.934,0.07,75,high
Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",Sail Out,1/1/2013,r&b,R&B Hits,modern,6.38,0.29,0.347,0.493,0,0.00366,0.308,8,82.9,-11.5,0.455,0.127,75,high
Scream & Shout,"will.i.am, Britney Spears",#willpower,1/1/2013,electronic,EDM Hits,modern,4.72,0.07,0.772,0.685,1,0.00009,0.501,5,130,-6.8,0.019,0.131,76,high
Wake Me Up,Avicii,TRUE,1/1/2013,pop,Throwback Party,throwback,4.12,0.052,0.532,0.783,1,0.0012,0.643,2,124.1,-5.7,0.004,0.161,83,high
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),1/1/2013,pop,Throwback Party,throwback,4.4,0.041,0.853,0.599,1,0.00001,0.843,7,120,-4.8,0.003,0.076,73,high
Young And Beautiful,Lana Del Rey,Young And Beautiful,1/1/2013,ambient,Dark Academia,academic,3.93,0.037,0.324,0.416,0,0.00004,0.151,11,114,-8.9,0.262,0.11,83,high
Papaoutai,Stromae,racine carrée,1/1/2013,electronic,French Touch,french,3.87,0.088,0.732,0.809,0,0,0.253,10,116,-7.3,0.027,0.064,70,high
Formidable,Stromae,racine carrée,1/1/2013,electronic,French Touch,french,3.57,0.19,0.513,0.629,0,0,0.498,4,70.6,-9.1,0.099,0.146,70,high
Tous les mêmes,Stromae,racine carrée,1/1/2013,electronic,French Touch,french,3.52,0.165,0.701,0.638,0,0.00219,0.646,5,110,-9.1,0.223,0.279,68,high
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",Get Up (Rattle) [feat. Far East Movement],12/8/2012,pop,Throwback Party,throwback,2.78,0.065,0.801,0.985,1,0.00001,0.72,7,128,-2.7,0.021,0.297,72,high
Titanium (feat. Sia),"David Guetta, Sia",Nothing but the Beat (Ultimate Edition),12/7/2012,electronic,EDM Hits,modern,4.08,0.103,0.604,0.787,0,0.15,0.301,0,126.1,-3.7,0.068,0.127,80,high
Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",Nothing but the Beat (Ultimate Edition),12/7/2012,electronic,EDM Hits,modern,3.35,0.053,0.691,0.921,0,0,0.8,8,130.1,-1.7,0.173,0.331,71,high
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,12/7/2012,pop,Global Top 50,global,3.89,0.043,0.726,0.698,1,0,0.867,5,144,-4.2,0.049,0.309,89,high
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,12/7/2012,pop,Soft Pop Hits,soft,3.56,0.043,0.612,0.28,1,0,0.387,0,72.8,-8.6,0.932,0.088,87,high
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",Nothing but the Beat (Ultimate Edition),12/7/2012,pop,Throwback Party,throwback,3.25,0.041,0.666,0.876,1,0,0.552,3,129.9,-3.1,0.055,0.259,72,high
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,11/18/2012,pop,Soft Pop Hits,soft,3.75,0.061,0.482,0.706,1,0.00106,0.144,9,92.5,-5.8,0.135,0.105,74,high
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",The Heist,10/9/2012,pop,Throwback Party,throwback,4.31,0.079,0.641,0.922,1,0,0.847,2,146.1,-4.5,0.029,0.086,76,high
Skyfall,Adele,Skyfall,10/4/2012,pop,Soft Pop Hits,soft,4.77,0.028,0.346,0.552,0,0,0.079,0,75.9,-6.9,0.417,0.114,84,high
Breezeblocks,alt-J,An Awesome Wave,9/18/2012,rock,Feel Good Indie Rock,feel-good,3.78,0.034,0.615,0.658,1,0.00091,0.293,5,150.1,-7.3,0.096,0.205,68,high
Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",The Truth About Love,9/18/2012,pop,Soft Pop Hits,soft,4.05,0.049,0.778,0.547,1,0.00031,0.442,2,95,-7.3,0.344,0.132,83,high
Try,P!nk,The Truth About Love,9/18/2012,pop,Soft Pop Hits,soft,4.13,0.03,0.674,0.628,1,0,0.552,2,104,-7.1,0.001,0.094,79,high
Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",Don't You Worry Child,9/14/2012,pop,Throwback Party,throwback,3.55,0.051,0.612,0.84,0,0,0.438,11,129,-3.1,0.112,0.116,78,high
Demons,Imagine Dragons,Night Visions,9/4/2012,pop,Soft Pop Hits,soft,2.92,0.034,0.5,0.71,1,0.00025,0.419,3,89.9,-3,0.19,0.329,72,high
Good Time,"Owl City, Carly Rae Jepsen",The Midsummer Station,8/17/2012,pop,Throwback Party,throwback,3.43,0.14,0.56,0.872,1,0.00001,0.682,3,126.1,-4.3,0.024,0.371,75,high
King For A Day,"Pierce The Veil, Kellin Quinn",Collide With The Sky,7/17/2012,punk,Pop Punk Powerhouses,pop punk,3.94,0.096,0.403,0.965,1,0.00028,0.431,6,112.4,-2.2,0,0.341,75,high
Bulls In The Bronx,Pierce The Veil,Collide With The Sky,7/17/2012,punk,Pop Punk Powerhouses,pop punk,4.46,0.15,0.472,0.925,0,0.00053,0.338,6,160,-3.5,0,0.083,68,high
Wild Ones (feat. Sia),"Flo Rida, Sia",Wild Ones,6/22/2012,electronic,EDM Hits,modern,3.88,0.055,0.608,0.86,0,0,0.437,5,127.1,-5.3,0.099,0.262,77,high
Good Feeling,Flo Rida,Wild Ones,6/22/2012,pop,Throwback Party,throwback,4.14,0.069,0.706,0.89,0,0.00286,0.684,1,128,-4.4,0.059,0.306,76,high
BURN IT DOWN,Linkin Park,LIVING THINGS,6/19/2012,rock,Alternative Rock,alternative,3.84,0.053,0.585,0.972,0,0,0.585,9,110,-4.5,0.014,0.071,76,high
CASTLE OF GLASS,Linkin Park,LIVING THINGS,6/19/2012,rock,Alternative Rock,alternative,3.42,0.028,0.615,0.911,0,0.00188,0.685,1,108,-3.6,0.069,0.091,74,high
Righteous Minds,Joey Bada$$,1999,6/12/2012,hip-hop,Chill Hop,chill,3.73,0.28,0.809,0.638,0,0,0.608,8,94.9,-5.6,0.262,0.453,68,high
Stubborn Love,The Lumineers,The Lumineers,4/3/2012,folk,Indie Folk,indie,4.65,0.038,0.598,0.561,1,0.0417,0.231,0,115,-11.7,0.611,0.196,74,high
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,3/12/2012,pop,Soft Pop Hits,soft,3.68,0.037,0.515,0.683,1,0,0.572,5,159.9,-5.1,0.075,0.392,74,high
We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe",Some Nights,2/21/2012,pop,Soft Pop Hits,soft,4.18,0.075,0.378,0.638,1,0.00008,0.735,10,184.1,-5.6,0.02,0.085,71,high
Love Sosa,Chief Keef,Finally Rich,1/1/2012,hip-hop,Gangster Rap,gangster,4.1,0.089,0.772,0.413,0,0,0.211,0,132,-8.2,0.036,0.111,77,high
Adorn,Miguel,Kaleidoscope Dream (Deluxe Version),1/1/2012,r&b,R&B Hits,modern,3.22,0.175,0.625,0.576,0,0.00004,0.235,11,179.1,-5.7,0.054,0.187,68,high
Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),1/1/2012,electronic,EDM Hits,modern,3.4,0.098,0.581,0.963,1,0,0.788,11,130,-4.1,0.03,0.139,82,high
Clarity,"Zedd, Foxes",Clarity,1/1/2012,electronic,EDM Hits,modern,4.52,0.072,0.509,0.781,1,0,0.176,8,128,-3.5,0.04,0.075,73,high
Part Of Me,Katy Perry,Teenage Dream: The Complete Confection,1/1/2012,pop,Soft Pop Hits,soft,3.6,0.035,0.666,0.922,1,0,0.758,5,130,-4.6,0,0.087,70,high
Call Me Maybe,Carly Rae Jepsen,Kiss,1/1/2012,pop,Throwback Party,throwback,3.22,0.041,0.782,0.58,1,0,0.66,7,120,-6.5,0.011,0.108,80,high
Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),1/1/2012,pop,Throwback Party,throwback,3.83,0.158,0.673,0.758,1,0,0.542,7,136,-3.6,0.039,0.341,77,high
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),1/1/2012,pop,Throwback Party,throwback,3.51,0.075,0.747,0.716,0,0,0.751,11,125,-2.5,0.135,0.251,76,high
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),1/1/2012,pop,Throwback Party,throwback,3.66,0.286,0.727,0.937,0,0,0.749,11,132.1,-2.9,0.004,0.091,72,high
We Found Love,"Rihanna, Calvin Harris",Talk That Talk,11/19/2011,electronic,EDM Hits,modern,3.59,0.038,0.735,0.766,1,0.00141,0.6,1,128,-4.5,0.025,0.108,75,high
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",The Papercut Chronicles II,11/11/2011,pop,Throwback Party,throwback,3.52,0.098,0.646,0.795,1,0,0.796,9,90,-3.3,0.032,0.267,80,high
Levels - Radio Edit,Avicii,Levels,10/28/2011,pop,Throwback Party,throwback,3.33,0.034,0.584,0.889,0,0.828,0.464,1,126,-5.9,0.046,0.309,77,high
Paradise,Coldplay,Mylo Xyloto,10/24/2011,pop,Soft Pop Hits,soft,4.65,0.027,0.449,0.585,1,0.00009,0.212,5,139.6,-6.8,0.051,0.083,81,high
Chammak Challo,"Akon, Hamsika Iyer",Ra-One,9/16/2011,indian,Bollywood Workout,workout,3.78,0.033,0.742,0.879,0,0.00001,0.936,0,133.9,-4.3,0.07,0.098,72,high
Mirror,"Lil Wayne, Bruno Mars",Tha Carter IV (Complete Edition),8/29/2011,blues,Classic Blues,classic,3.8,0.087,0.328,0.622,0,0,0.401,5,74.3,-7.3,0.858,0.104,74,high
Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Planet Pit (Deluxe Version),6/17/2011,electronic,EDM Hits,modern,4.21,0.161,0.671,0.939,1,0,0.53,8,129,-3.2,0.191,0.298,84,high
International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),6/17/2011,pop,Throwback Party,throwback,3.79,0.05,0.67,0.855,0,0,0.648,0,120.1,-3,0.012,0.335,77,high
Born This Way,Lady Gaga,Born This Way (International Special Edition Version),5/23/2011,pop,Throwback Party,throwback,4.34,0.161,0.587,0.828,1,0,0.493,11,123.9,-5.1,0.003,0.331,71,high
jar of hearts,Christina Perri,lovestrong.,5/10/2011,pop,Soft Pop Hits,soft,4.11,0.032,0.349,0.348,1,0,0.089,3,74.5,-6.1,0.726,0.12,69,high
On The Floor,"Jennifer Lopez, Pitbull",Love?,4/29/2011,electronic,EDM Hits,modern,4.75,0.05,0.73,0.777,0,0.00049,0.575,3,130,-5.2,0.105,0.069,78,high
What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),3/8/2011,punk,Pop Punk Powerhouses,pop punk,3.68,0.055,0.578,0.926,0,0.0127,0.877,6,150,-3.7,0.005,0.14,71,high
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Sorry For Party Rocking,1/1/2011,electronic,EDM Hits,modern,4.37,0.155,0.75,0.736,0,0,0.355,5,130,-4.2,0.02,0.265,72,high
Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,1/1/2011,pop,Soft Pop Hits,soft,4.08,0.037,0.864,0.495,1,0.00013,0.72,0,129.1,-7,0.591,0.099,74,high
Glad You Came,The Wanted,Battleground (Deluxe Edition),1/1/2011,pop,Throwback Party,throwback,3.3,0.064,0.722,0.851,0,0,0.452,7,126.9,-3.9,0.032,0.108,76,high
Sure Thing,Miguel,All I Want Is You,11/26/2010,r&b,R&B Hits,modern,3.26,0.1,0.684,0.607,0,0.00031,0.498,11,81,-8.1,0.027,0.191,85,high
Girl With The Tattoo Enter.lewd,Miguel,All I Want Is You,11/26/2010,r&b,R&B Hits,modern,1.71,0.03,0.372,0.239,0,0.00018,0.127,6,113.5,-11.3,0.856,0.168,79,high
Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),11/24/2010,electronic,EDM Hits,modern,3.91,0.033,0.616,0.869,1,0,0.473,0,128,-3.9,0.028,0.064,76,high
Devil In A New Dress,"Kanye West, Rick Ross",My Beautiful Dark Twisted Fantasy,11/22/2010,hip-hop,Chill Hop,chill,5.87,0.072,0.435,0.76,0,0,0.206,8,80.1,-4.9,0.018,0.158,76,high
Muerte En Hawaii,Calle 13,Entren Los Que Quieran,11/22/2010,world,Tuvan Throat Singing,throat singing,3.16,0.177,0.675,0.588,1,0,0.879,3,80,-7.2,0.789,0.95,69,high
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,11/5/2010,punk,Pop Punk Powerhouses,pop punk,3.43,0.058,0.411,0.986,0,0.00148,0.649,8,166,-2.5,0,0.371,68,high
Je te laisserai des mots,Patrick Watson,Je te laisserai des mots,9/10/2010,folk,Indie Folk,indie,2.68,0.036,0.303,0.187,1,0.499,0.212,2,132.7,-16.8,0.989,0.102,83,high
Nightmare,Avenged Sevenfold,Nightmare,7/23/2010,metal,Metal Essentials,classic,6.24,0.079,0.554,0.949,1,0.0001,0.233,2,130,-4.9,0,0.2,70,high
Time,Hans Zimmer,Inception (Music from the Motion Picture),7/9/2010,classical,Neo-Classical,neo-classical,4.59,0.032,0.286,0.097,1,0.696,0.04,7,62.9,-16.8,0.178,0.086,71,high
Love The Way You Lie,"Eminem, Rihanna",Recovery,6/18/2010,blues,Classic Blues,classic,4.39,0.227,0.749,0.925,1,0,0.641,10,87,-5,0.241,0.52,83,high
No Love,"Eminem, Lil Wayne",Recovery,6/18/2010,blues,Classic Blues,classic,4.99,0.255,0.522,0.932,1,0,0.33,11,129.5,-2.9,0.119,0.177,68,high
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,5/11/2010,pop,Global Top 50,global,3.68,0.042,0.635,0.841,1,0,0.424,5,109,-5.4,0.013,0.062,85,high
Marry You,Bruno Mars,Doo-Wops & Hooligans,5/11/2010,pop,Soft Pop Hits,soft,3.84,0.037,0.621,0.82,1,0,0.452,10,144.9,-4.9,0.332,0.104,78,high
Je veux,Zaz,Zaz,5/10/2010,electronic,French Touch,french,3.6,0.073,0.525,0.807,0,0,0.741,2,155.4,-6.4,0.251,0.05,68,high
Hey Daddy (Daddy's Home),USHER,Raymond v Raymond (Expanded Edition),3/30/2010,r&b,R&B Hits,modern,3.73,0.029,0.59,0.698,1,0,0.352,11,96,-4.3,0,0.107,76,high
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",Raymond v Raymond (Expanded Edition),3/30/2010,pop,Throwback Party,throwback,3.68,0.109,0.663,0.861,0,0,0.654,7,120,-3.4,0.034,0.082,81,high
Mientes,Camila,Dejarte De Amar,2/9/2010,rock,Spanish Rock Classics,spanish,3.42,0.037,0.332,0.592,1,0,0.31,1,170.4,-6.1,0.082,0.109,77,high
Alors on danse - Radio Edit,Stromae,Cheese,1/1/2010,electronic,EDM Hits,modern,3.43,0.078,0.79,0.593,0,0.00202,0.72,1,120,-9.2,0.098,0.065,75,high
Dynamite,Taio Cruz,The Rokstarr Hits Collection,1/1/2010,electronic,EDM Hits,modern,3.38,0.086,0.751,0.781,1,0,0.814,4,120,-3.7,0.004,0.036,72,high
Teenage Dream,Katy Perry,Teenage Dream,1/1/2010,pop,Soft Pop Hits,soft,3.8,0.036,0.719,0.798,1,0,0.591,10,120,-4.6,0.016,0.134,73,high
TiK ToK,Kesha,Animal (Expanded Edition),1/1/2010,pop,Throwback Party,throwback,3.33,0.142,0.755,0.837,0,0,0.714,2,120,-2.7,0.099,0.289,83,high
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera",Hands All Over (Revised International Standard version),1/1/2010,pop,Throwback Party,throwback,3.36,0.048,0.722,0.761,0,0,0.624,11,128,-4.5,0.012,0.315,79,high
Baby,"Justin Bieber, Ludacris",My World 2.0,1/1/2010,blues,Classic Blues,classic,3.57,0.137,0.728,0.859,0,0,0.535,5,65,-5.2,0.04,0.111,81,high
Nightcall,Kavinsky,Nightcall,1/1/2010,electronic,Vaporwave Essentials,vaporwave,4.31,0.048,0.532,0.874,0,0.012,0.361,9,91,-5.2,0.008,0.452,73,high
Rosyln,"Bon Iver, St. Vincent",The Twilight Saga: New Moon (Original Motion Picture Soundtrack),10/16/2009,ambient,Dark Academia,academic,4.83,0.03,0.329,0.277,0,0.024,0.121,10,159.7,-13.1,0.971,0.097,75,high
The Only Exception,Paramore,Brand New Eyes,9/28/2009,punk,Pop Punk Powerhouses,pop punk,4.46,0.027,0.452,0.563,1,0,0.209,4,137.7,-6.6,0.144,0.143,74,high
Like a Prayer,Madonna,Celebration (double disc version),9/18/2009,pop,Throwback Party,throwback,5.71,0.038,0.625,0.842,1,0.00002,0.26,5,111,-5.3,0.264,0.181,74,high
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",Celebration (double disc version),9/18/2009,pop,Throwback Party,throwback,3.16,0.065,0.753,0.931,1,0.00696,0.767,2,113,-4.9,0.01,0.234,73,high
Uprising,Muse,The Resistance,9/10/2009,rock,Rock Classics,classic,5.08,0.078,0.602,0.905,1,0.064,0.411,2,128,-4,0,0.117,75,high
Replay,Iyaz,Replay,8/18/2009,pop,Throwback Party,throwback,3.04,0.071,0.706,0.751,1,0,0.195,9,91,-6.3,0.173,0.168,75,high
New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,6/12/2009,rock,Alternative Rock,alternative,4.48,0.036,0.493,0.808,0,0,0.38,5,118,-3.4,0,0.098,70,high
21 Guns,Green Day,21st Century Breakdown,5/15/2009,rock,Alternative Rock,alternative,5.35,0.036,0.268,0.742,1,0,0.416,5,159.8,-4.9,0.052,0.626,74,high
Last Night on Earth,Green Day,21st Century Breakdown,5/15/2009,rock,Alternative Rock,alternative,3.94,0.033,0.556,0.486,1,0,0.243,2,120,-7.1,0.037,0.164,68,high
Ain't No Rest for the Wicked,Cage The Elephant,Cage The Elephant (Expanded Edition),3/24/2009,rock,Alternative Rock,alternative,2.92,0.106,0.636,0.849,1,0,0.917,0,156,-7.1,0.044,0.372,76,high
Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!,1/1/2009,rock,Indie Rock Roadtrip,indie,3.68,0.03,0.562,0.903,0,0.0939,0.791,8,132,-4.5,0,0.298,68,high
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],1/1/2009,pop,Throwback Party,throwback,4.82,0.027,0.744,0.766,1,0,0.61,0,128,-6.4,0.087,0.509,80,high
Down,"Jay Sean, Lil Wayne",All Or Nothing,1/1/2009,blues,Classic Blues,classic,3.54,0.029,0.727,0.68,1,0,0.728,2,132,-4.5,0.01,0.082,77,high
Big Black Car,Gregory Alan Isakov,This Empty Northern Hemisphere,1/1/2009,folk,Indie Folk,indie,3.62,0.032,0.6,0.186,1,0.00102,0.468,3,110,-15.9,0.909,0.104,76,high
Halo,Beyoncé,I AM...SASHA FIERCE,11/17/2008,pop,Soft Pop Hits,soft,4.36,0.063,0.508,0.72,0,0,0.472,11,80,-5.9,0.272,0.056,71,high
Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,11/4/2008,pop,Throwback Party,throwback,4.24,0.039,0.979,0.792,1,0.00001,0.583,2,116,-2.8,0.003,0.102,70,high
Decode,Paramore,Decode,11/4/2008,rock,Alternative Rock,alternative,4.37,0.059,0.28,0.87,0,0.00608,0.284,10,164.1,-4.2,0.001,0.101,71,high
Use Somebody,Kings of Leon,Only By The Night,9/23/2008,rock,Alternative Rock,alternative,3.85,0.043,0.276,0.715,1,0.00042,0.173,0,137,-5.4,0.006,0.201,76,high
Hot N Cold,Katy Perry,One Of The Boys,6/17/2008,pop,Throwback Party,throwback,3.67,0.042,0.706,0.842,1,0,0.861,7,132,-4,0,0.069,74,high
I Kissed A Girl,Katy Perry,One Of The Boys,6/17/2008,pop,Throwback Party,throwback,2.99,0.068,0.702,0.76,1,0,0.696,5,130,-3.2,0.002,0.132,72,high
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,6/2/2008,pop,Throwback Party,throwback,4.45,0.064,0.834,0.669,0,0.00007,0.547,6,122.7,-5.6,0.034,0.054,79,high
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,6/2/2008,pop,Throwback Party,throwback,3.98,0.058,0.707,0.814,0,0,0.717,11,124.9,-4.5,0.086,0.168,78,high
Hate That I Love You,"Rihanna, Ne-Yo",Good Girl Gone Bad: Reloaded,6/2/2008,blues,Classic Blues,classic,3.65,0.088,0.637,0.73,0,0,0.731,5,93.9,-5.4,0.322,0.098,69,high
Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Here I Stand,5/27/2008,r&b,R&B Hits,modern,4.33,0.073,0.573,0.712,1,0,0.346,0,140,-6,0.057,0.167,74,high
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,5/12/2008,pop,Soft Pop Hits,soft,4.05,0.042,0.703,0.444,1,0,0.712,11,151,-9.3,0.559,0.097,74,high
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",Infinity 2008,5/7/2008,electronic,EDM Hits,modern,3.2,0.059,0.498,0.862,0,0.00918,0.469,7,128,-6,0,0.352,73,high
Billie Jean,Michael Jackson,Thriller 25 Super Deluxe Edition,2/8/2008,pop,Throwback Party,throwback,4.9,0.04,0.92,0.654,0,0.0153,0.847,11,117,-3.1,0.024,0.036,77,high
Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),1/1/2008,r&b,R&B Hits,modern,3.87,0.118,0.673,0.681,1,0,0.707,1,171.9,-5.7,0.52,0.235,77,high
Poker Face,Lady Gaga,The Fame,1/1/2008,pop,Throwback Party,throwback,3.95,0.079,0.851,0.806,1,0,0.774,4,119,-4.6,0.119,0.121,81,high
Just Dance,"Lady Gaga, Colby O'Donis",The Fame,1/1/2008,pop,Throwback Party,throwback,4.03,0.031,0.822,0.739,0,0.00004,0.745,1,119,-4.5,0.026,0.181,79,high
Gives You Hell,The All-American Rejects,When The World Comes Down,1/1/2008,punk,Pop Punk Powerhouses,pop punk,3.55,0.039,0.718,0.691,1,0,0.552,4,100,-6.4,0.016,0.063,69,high
Mad,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),1/1/2008,blues,Classic Blues,classic,4.24,0.034,0.727,0.65,1,0,0.668,0,130,-5.4,0.662,0.111,70,high
Time to Pretend,MGMT,Oracular Spectacular,12/14/2007,rock,Indie Rock Roadtrip,indie,4.35,0.045,0.438,0.94,1,0.0777,0.421,2,101,-3.2,0,0.3,73,high
Apologize,OneRepublic,Dreaming Out Loud,11/20/2007,blues,Classic Blues,classic,3.47,0.034,0.593,0.74,1,0.00002,0.501,8,118,-6.1,0.364,0.102,69,high
With You,Chris Brown,Exclusive (Expanded Edition),11/6/2007,r&b,R&B Hits,modern,4.2,0.07,0.662,0.693,1,0,0.655,3,86,-4.3,0.134,0.145,74,high
Gimme More,Britney Spears,Blackout,10/25/2007,pop,Throwback Party,throwback,4.19,0.033,0.788,0.844,1,0.00068,0.382,2,113.3,-3.1,0.25,0.072,80,high
No One,Alicia Keys,No One (Remixes),10/9/2007,r&b,R&B Hits,modern,4.24,0.028,0.641,0.552,0,0,0.152,1,90.1,-5.4,0.027,0.148,76,high
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Ludwig van Beethoven, Paul Lewis","Beethoven: Piano Sonatas, Vol.3",9/25/2007,classical,Classical Essentials,essential,5.26,0.043,0.184,0.005,0,0.887,0.151,1,170.6,-37.3,0.995,0.173,68,high
Flashing Lights,"Kanye West, Dwele",Graduation,9/11/2007,hip-hop,Chill Hop,chill,3.96,0.04,0.639,0.628,0,0,0.43,6,90.5,-7.6,0.038,0.386,83,high
Homecoming,"Kanye West, Chris Martin",Graduation,9/11/2007,hip-hop,Chill Hop,chill,3.39,0.189,0.67,0.747,1,0,0.918,1,86.9,-7.1,0.337,0.115,79,high
Good Morning,Kanye West,Graduation,9/11/2007,hip-hop,Chill Hop,chill,3.25,0.116,0.48,0.631,1,0.00011,0.515,7,84.2,-5.5,0.079,0.149,70,high
Beautiful Girls,Sean Kingston,Beautiful Girls,7/23/2007,blues,Classic Blues,classic,3.76,0.069,0.762,0.661,0,0,0.769,1,130,-6.1,0.15,0.256,78,high
Misery Business,Paramore,Riot!,6/11/2007,punk,Pop Punk Powerhouses,pop punk,3.53,0.074,0.517,0.906,1,0.00001,0.731,1,173,-3.7,0.003,0.113,73,high
What I've Done,Linkin Park,Minutes to Midnight,5/14/2007,rock,Alternative Rock,alternative,3.42,0.032,0.627,0.935,1,0,0.287,5,120.1,-4.9,0.009,0.147,81,high
Leave Out All The Rest,Linkin Park,Minutes to Midnight,5/14/2007,rock,Alternative Rock,alternative,3.49,0.036,0.514,0.637,1,0,0.18,0,80.4,-6.4,0.213,0.389,71,high
To Build A Home,"The Cinematic Orchestra, Patrick Watson",Ma Fleur,5/7/2007,folk,Indie Folk,indie,6.19,0.035,0.264,0.122,1,0.349,0.074,9,148.7,-15.4,0.885,0.094,72,high
505,Arctic Monkeys,Favourite Worst Nightmare,4/22/2007,rock,Indie Rock Roadtrip,indie,4.23,0.057,0.526,0.866,1,0.00008,0.248,0,140.3,-5.8,0.003,0.095,84,high
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,4/22/2007,rock,Feel Good Indie Rock,feel-good,3.06,0.028,0.654,0.828,0,0.00014,0.79,1,112.1,-5.4,0.001,0.122,76,high
Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado",Shock Value,4/2/2007,pop,Throwback Party,throwback,3.9,0.063,0.975,0.711,1,0.00055,0.815,8,110.6,-3.9,0.168,0.08,74,high
Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters",Destination Calabria,2/19/2007,pop,Throwback Party,throwback,3.72,0.043,0.627,0.954,1,0.00081,0.312,2,128,-4.8,0.002,0.292,74,high
You,"Lloyd, Lil Wayne",Street Love,1/1/2007,r&b,R&B Hits,modern,4.55,0.472,0.412,0.876,0,0,0.706,5,130.2,-6,0.102,0.297,73,high
